Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SALA:Zone Mean Air Temperature [C](TimeStep),SALA:Zone Operative Temperature [C](TimeStep),JANSO:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSL:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSS:AFN Surface Venting Window or Door Opening Factor [](TimeStep),SALA:AFN Zone Infiltration Air Change Rate [ach](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep)
 09/19  22:50:00,25.96666667,24.1255769,23.90496753,0,0,0,0,0,0
 09/19  23:00:00,25.9,24.0970236,23.85608053,0,0,0,0,0,0
 09/19  23:10:00,25.85,24.02251554,23.78818843,0,0,0,0,0,0
 09/19  23:20:00,25.8,23.94718492,23.72157548,0,0,0,0,0,0
 09/19  23:30:00,25.75,23.88796233,23.66453406,0,0,0,0,0,0
 09/19  23:40:00,25.7,23.83858739,23.6143794,0,0,0,0,0,0
 09/19  23:50:00,25.65,23.79109656,23.56686671,0,0,0,0,0,0
 09/19  24:00:00,25.6,23.74390146,23.52091851,0,0,0,0,0,0
 09/20  00:10:00,25.53333333,23.69770512,23.47626641,0,0,0,0,0,0
 09/20  00:20:00,25.46666667,23.64814784,23.43077534,0,0,0,0,0,0
 09/20  00:30:00,25.4,23.6019034,23.38743517,0,0,0,0,0,0
 09/20  00:40:00,25.33333333,23.56486346,23.34920424,0,0,0,0,0,0
 09/20  00:50:00,25.26666667,23.53283729,23.31420713,0,0,0,0,0,0
 09/20  01:00:00,25.2,23.50073642,23.27991274,0,0,0,0,0,0
 09/20  01:10:00,25.13333333,23.46777671,23.24571915,0,0,0,0,0,0
 09/20  01:20:00,25.06666667,23.43509593,23.21210457,0,0,0,0,0,0
 09/20  01:30:00,25,23.40315139,23.179197,0,0,0,0,0,0
 09/20  01:40:00,24.93333333,23.37185521,23.14701164,0,0,0,0,0,0
 09/20  01:50:00,24.86666667,23.34102535,23.11537878,0,0,0,0,0,0
 09/20  02:00:00,24.8,23.31058876,23.08423337,0,0,0,0,0,0
 09/20  02:10:00,24.73333333,23.2806957,23.05373603,0,0,0,0,0,0
 09/20  02:20:00,24.66666667,23.25151685,23.02387373,0,0,0,0,0,0
 09/20  02:30:00,24.6,23.22303988,22.99464369,0,0,0,0,0,0
 09/20  02:40:00,24.53333333,23.19509887,22.96596303,0,0,0,0,0,0
 09/20  02:50:00,24.46666667,23.1675519,22.9377503,0,0,0,0,0,0
 09/20  03:00:00,24.4,23.1403572,22.90996763,0,0,0,0,0,0
 09/20  03:10:00,24.43333333,23.11574429,22.88533487,0,0,0,0,0,0
 09/20  03:20:00,24.46666667,23.09547449,22.86351703,0,0,0,0,0,0
 09/20  03:30:00,24.5,23.07903402,22.84456158,0,0,0,0,0,0
 09/20  03:40:00,24.53333333,23.01644895,22.80356217,0,0,0,0,0,0
 09/20  03:50:00,24.56666667,22.95877631,22.76237902,0,0,0,0,0,0
 09/20  04:00:00,24.6,22.92478162,22.73517574,0,0,0,0,0,0
 09/20  04:10:00,24.53333333,22.90726468,22.71439863,0,0,0,0,0,0
 09/20  04:20:00,24.46666667,22.89066651,22.69475775,0,0,0,0,0,0
 09/20  04:30:00,24.4,22.8692964,22.67311789,0,0,0,0,0,0
 09/20  04:40:00,24.33333333,22.84550929,22.65023824,0,0,0,0,0,0
 09/20  04:50:00,24.26666667,22.8221579,22.62752807,0,0,0,0,0,0
 09/20  05:00:00,24.2,22.79960104,22.60509218,0,0,0,0,0,0
 09/20  05:10:00,24.2,22.7786878,22.58439177,0,0,0,0,0,0
 09/20  05:20:00,24.2,22.76034892,22.56526846,0,0,0,0,0,0
 09/20  05:30:00,24.2,22.74416654,22.54753191,0,0,0,0,0,0
 09/20  05:40:00,24.2,22.7288333,22.53066611,0,0,0,0,0,0
 09/20  05:50:00,24.2,22.71374691,22.51439097,0,0,0,0,0,0
 09/20  06:00:00,24.2,22.69916725,22.49883265,0,0,0,0,0,0
 09/20  06:10:00,24.33333333,22.70552671,22.51487162,0,0,0,0,0,0
 09/20  06:20:00,24.46666667,22.72483226,22.52506011,0,0,0,0,0,0
 09/20  06:30:00,24.6,22.74337553,22.53753735,0,0,0,0,0,0
 09/20  06:40:00,24.73333333,22.76386524,22.55980901,0,0,0,0,0,0
 09/20  06:50:00,24.86666667,22.79339662,22.59030271,0,0,0,0,0,0
 09/20  07:00:00,25,22.83402957,22.63011739,0,0,0,0,0,0
 09/20  07:10:00,25.31666667,22.88719953,22.68273778,0,0,0,0,0,0
 09/20  07:20:00,25.63333333,22.82011905,22.67926268,0,0,0,0.119635721,0,0
 09/20  07:30:00,25.95,22.7874719,22.69035587,0,0,0,0.153377769,0,0
 09/20  07:40:00,26.26666667,22.83776804,22.75065781,0,0,0,0.174589916,0,0
 09/20  07:50:00,26.58333333,22.93954389,22.8414756,0,0,0,0.186632996,0,0
 09/20  08:00:00,26.9,23.05304263,22.94394774,0,0,0,0.192059881,0,0
 09/20  08:10:00,27.1,23.13745773,23.03544261,0,0,0,0.172174547,0,0
 09/20  08:20:00,27.3,23.23688011,23.13918739,0,0,0,0.16487508,0,0
 09/20  08:30:00,27.5,23.37907187,23.26672339,0,0,0,0.158775177,0,0
 09/20  08:40:00,27.7,23.54045076,23.40999106,0,0,0,0.162249722,0,0
 09/20  08:50:00,27.9,23.70420205,23.56537367,0,0,0,0.157850402,0,0
 09/20  09:00:00,28.1,23.86357702,23.72006719,0,0,0,0.154875495,0,0
 09/20  09:10:00,28.3,24.02457307,23.87861957,0,0,0,0.155129279,0,0
 09/20  09:20:00,28.5,24.19316499,24.04388414,0,0,0,0.15706083,0,0
 09/20  09:30:00,28.7,24.36806977,24.21493596,0,0,0,0.157017315,0,0
 09/20  09:40:00,28.9,24.54579526,24.38801572,0,0,0,0.169888461,0,0
 09/20  09:50:00,29.1,24.72007472,24.55707277,0,0,0,0.181379198,0,0
 09/20  10:00:00,29.3,24.88850841,24.72210548,0,0,0,0.19216207,0,0
 09/20  10:10:00,29.5,25.04450479,24.87950823,0,0,0,0.179359383,0,0
 09/20  10:20:00,29.7,25.1868283,25.02679376,0,0,0,0.167258114,0,0
 09/20  10:30:00,29.9,25.31759124,25.16583957,0,0,0,0.155547055,0,0
 09/20  10:40:00,30.1,25.43216454,25.28886549,0,0,0,0.143535934,0,0
 09/20  10:50:00,30.3,25.53445344,25.4009233,0,0,0,0.142531102,0,0
 09/20  11:00:00,30.5,25.63033862,25.50427931,0,0,0,0.142903937,0,0
 09/20  11:10:00,30.56666667,25.71636946,25.59578964,0,0,0,0.144356335,0,0
 09/20  11:20:00,30.63333333,25.79240803,25.67748208,0,0,0,0.147060059,0,0
 09/20  11:30:00,30.7,25.86017388,25.75018639,0,0,0,0.150238286,0,0
 09/20  11:40:00,30.76666667,25.91921982,25.8128477,0,0,0,0.153322689,0,0
 09/20  11:50:00,30.83333333,25.97050335,25.86722547,0,0,0,0.156957948,0,0
 09/20  12:00:00,30.9,26.01621555,25.91518778,0,0,0,0.160993029,0,0
 09/20  12:10:00,30.93333333,26.0605304,25.96151091,0,0,0,0.165226178,0,0
 09/20  12:20:00,30.96666667,26.11434004,26.01697676,0,0,0,0.172374495,0,0
 09/20  12:30:00,31,26.17917252,26.08005869,0,0,0,0.178513262,0,0
 09/20  12:40:00,31.03333333,26.24794859,26.14494831,0,0,0,0.184821314,0,0
 09/20  12:50:00,31.06666667,26.31643902,26.21031808,0,0,0,0.190808393,0,0
 09/20  13:00:00,31.1,26.38433448,26.27573841,0,0,0,0.196880636,0,0
 09/20  13:10:00,31.35,26.46292478,26.34968011,0,0,0,0.208375032,0,0
 09/20  13:20:00,31.6,26.5485056,26.42562907,0,0,0,0.219994507,0,0
 09/20  13:30:00,31.85,26.64035186,26.50844752,0,0,0,0.231036358,0,0
 09/20  13:40:00,32.1,26.73179741,26.59031699,0,0,0,0.238320816,0,0
 09/20  13:50:00,32.35,26.81936767,26.6702713,0,0,0,0.243832593,0,0
 09/20  14:00:00,32.6,26.90690535,26.74982851,0,0,0,0.259663812,0,0
 09/20  14:10:00,32.63333333,22.99776722,24.90830387,0,0,0,0.176846337,0,556571.6414
 09/20  14:20:00,32.66666667,23,24.80028156,0,0,0,0.166959905,0,311958.9216
 09/20  14:30:00,32.7,23,24.74447452,0,0,0,0.159044405,0,413206.4021
 09/20  14:40:00,32.73333333,23,24.70211032,0,0,0,0.154340349,0,348820.794
 09/20  14:50:00,32.76666667,23,24.66800519,0,0,0,0.149598374,0,342699.6441
 09/20  15:00:00,32.8,23,24.63538149,0,0,0,0.1461091,0,336913.9402
 09/20  15:10:00,32.85,23,24.60713047,0,0,0,0.15070431,0,332281.6434
 09/20  15:20:00,32.9,23,24.57985315,0,0,0,0.153500104,0,327909.3548
 09/20  15:30:00,32.95,23,24.55265987,0,0,0,0.155004191,0,323607.5557
 09/20  15:40:00,33,23,24.52152584,0,0,0,0.157156467,0,318723.5048
 09/20  15:50:00,33.05,23,24.49385924,0,0,0,0.158978608,0,312128.7129
 09/20  16:00:00,33.1,23,24.46632846,0,0,0,0.160414413,0,298805.1003
 09/20  16:10:00,32.83333333,23,24.44317587,0,0,0,0.1578763,0,299496.2698
 09/20  16:20:00,32.56666667,23,24.41266787,0,0,0,0.145286101,0,291861.3269
 09/20  16:30:00,32.3,23,24.3773501,0,0,0,0.134856506,0,285222.7232
 09/20  16:40:00,32.03333333,23,24.34379784,0,0,0,0.130706979,0,280020.1313
 09/20  16:50:00,31.76666667,23,24.30893663,0,0,0,0.130846208,0,275415.5546
 09/20  17:00:00,31.5,23,24.27314222,0,0,0,0.136022362,0,271321.8935
 09/20  17:10:00,30.83333333,23,24.22965919,0,0,0,0.120127812,0,265618.4103
 09/20  17:20:00,30.16666667,23,24.18326287,0,0,0,0.108089987,0,259301.3829
 09/20  17:30:00,29.5,23,24.1356858,0,0,0,0.098316383,0,252672.4752
 09/20  17:40:00,28.83333333,23,24.09076528,0,0,0,0.088908713,0,246394.2022
 09/20  17:50:00,28.16666667,23,24.04550629,0,0,0,0.079764157,0,240150.9266
 09/20  18:00:00,27.5,23,23.99969053,0,0,0,0.078637441,0,233934.2379
 09/20  18:10:00,27.41666667,23,24.01175137,0,0,0,0.075836144,0,294117.2259
 09/20  18:20:00,27.33333333,23,24.00801159,0,0,0,0.076371746,0,303167.3584
 09/20  18:30:00,27.25,23,23.99819903,0,0,0,0.07935551,0,303020.3617
 09/20  18:40:00,27.16666667,23,23.9849974,0,0,0,0.081248143,0,301059.6365
 09/20  18:50:00,27.08333333,23,23.96994716,0,0,0,0.083302423,0,298834.8919
 09/20  19:00:00,27,23,23.95400356,0,0,0,0.085393554,0,296486.4442
 09/20  19:10:00,27.01666667,23,23.93980626,0,0,0,0.085460074,0,294452.3659
 09/20  19:20:00,27.03333333,23,23.92606591,0,0,0,0.084875312,0,292499.9507
 09/20  19:30:00,27.05,23,23.91319695,0,0,0,0.08383038,0,290666.9818
 09/20  19:40:00,27.06666667,23,23.90142254,0,0,0,0.082503347,0,288979.4405
 09/20  19:50:00,27.08333333,23,23.89084658,0,0,0,0.081277529,0,287458.408
 09/20  20:00:00,27.1,23,23.88148502,0,0,0,0.079779761,0,286098.6185
 09/20  20:10:00,27.01666667,23,23.87149921,0,0,0,0.081072176,0,284596.6731
 09/20  20:20:00,26.93333333,23,23.86223862,0,0,0,0.082413607,0,283183.3086
 09/20  20:30:00,26.85,23,23.85344243,0,0,0,0.083482582,0,281833.2304
 09/20  20:40:00,26.76666667,23,23.84492359,0,0,0,0.084239723,0,280530.1176
 09/20  20:50:00,26.68333333,23,23.83655462,0,0,0,0.084883635,0,279260.6664
 09/20  21:00:00,26.6,23,23.82825557,0,0,0,0.085793103,0,281138.5254
 09/20  21:10:00,26.55,23,23.82047197,0,0,0,0.086188239,0,284441.9317
 09/20  21:20:00,26.5,23,23.81279519,0,0,0,0.086411847,0,285844.5673
 09/20  21:30:00,26.45,23,23.80524977,0,0,0,0.086314694,0,285881.8237
 09/20  21:40:00,26.4,23,23.79785544,0,0,0,0.086818885,0,285386.9723
 09/20  21:50:00,26.35,23,23.79022891,0,0,0,0.08753434,0,284765.4727
 09/20  22:00:00,26.3,23,23.78308343,0,0,0,0.08849109,0,284261.0161
 09/20  22:10:00,26.21666667,23.82627348,24.03343139,0,0,0,0.049087142,0,0
 09/20  22:20:00,26.13333333,23.97564912,24.047168,0,0,0,0.010834943,0,0
 09/20  22:30:00,26.05,24.08149943,24.03860606,0,0,0,0,0,0
 09/20  22:40:00,25.96666667,24.18261094,24.0355454,0,0,0,0,0,0
 09/20  22:50:00,25.88333333,24.23166863,24.01647959,0,0,0,0,0,0
 09/20  23:00:00,25.8,24.2001238,23.96381371,0,0,0,0,0,0
 09/20  23:10:00,25.73333333,24.12182979,23.89156777,0,0,0,0,0,0
 09/20  23:20:00,25.66666667,24.0371311,23.81764241,0,0,0,0,0,0
 09/20  23:30:00,25.6,23.94665796,23.73998966,0,0,0,0,0,0
 09/20  23:40:00,25.53333333,23.83583569,23.65541303,0,0,0,0.021699619,0,0
 09/20  23:50:00,25.46666667,23.72230904,23.56611105,0,0,0,0.023772046,0,0
 09/20  24:00:00,25.4,23.62936501,23.49013086,0,0,0,0.024320579,0,0
 09/21  00:10:00,25.35,23.56390446,23.42770493,0,0,0,0.022706181,0,0
 09/21  00:20:00,25.3,23.51149233,23.37278036,0,0,0,0.023884592,0,0
 09/21  00:30:00,25.25,23.46163452,23.32029873,0,0,0,0.023409029,0,0
 09/21  00:40:00,25.2,23.41256544,23.26925753,0,0,0,0.025098969,0,0
 09/21  00:50:00,25.15,23.36495524,23.22003797,0,0,0,0.026345685,0,0
 09/21  01:00:00,25.1,23.31909567,23.17252058,0,0,0,0.02719996,0,0
 09/21  01:10:00,25.05,23.27509421,23.12685044,0,0,0,0.026622155,0,0
 09/21  01:20:00,25,23.23270143,23.08278294,0,0,0,0.025949226,0,0
 09/21  01:30:00,24.95,23.191574,23.04011875,0,0,0,0.025298426,0,0
 09/21  01:40:00,24.9,23.1515061,22.99871789,0,0,0,0.024547018,0,0
 09/21  01:50:00,24.85,23.1124539,22.95851537,0,0,0,0.023669821,0,0
 09/21  02:00:00,24.8,23.07441971,22.91946996,0,0,0,0.022712709,0,0
 09/21  02:10:00,24.75,23.03736274,22.88156394,0,0,0,0.022651758,0,0
 09/21  02:20:00,24.7,23.00097249,22.84436389,0,0,0,0.022429399,0,0
 09/21  02:30:00,24.65,22.96548464,22.80833411,0,0,0,0.022105286,0,0
 09/21  02:40:00,24.6,22.93095989,22.77329765,0,0,0,0.02171056,0,0
 09/21  02:50:00,24.55,22.89729011,22.73917251,0,0,0,0.021164484,0,0
 09/21  03:00:00,24.5,22.8644156,22.7059045,0,0,0,0.020482164,0,0
 09/21  03:10:00,24.5,22.83402481,22.67511871,0,0,0,0.019416015,0,0
 09/21  03:20:00,24.5,22.80682064,22.64703636,0,0,0,0.016178398,0,0
 09/21  03:30:00,24.5,22.78230498,22.62091871,0,0,0,0.015344309,0,0
 09/21  03:40:00,24.5,22.75993169,22.59678982,0,0,0,0.016447725,0,0
 09/21  03:50:00,24.5,22.73888362,22.57426072,0,0,0,0.016576134,0,0
 09/21  04:00:00,24.5,22.71846017,22.55296065,0,0,0,0.014626565,0,0
 09/21  04:10:00,24.48333333,22.6959268,22.53073561,0,0,0,0.01397268,0,0
 09/21  04:20:00,24.46666667,22.67313822,22.50886854,0,0,0,0.013257362,0,0
 09/21  04:30:00,24.45,22.6522455,22.48829524,0,0,0,0.012391834,0,0
 09/21  04:40:00,24.43333333,22.63299072,22.46883682,0,0,0,0.011730486,0,0
 09/21  04:50:00,24.41666667,22.61467819,22.45010167,0,0,0,0.012907486,0,0
 09/21  05:00:00,24.4,22.59681273,22.43179699,0,0,0,0.013256948,0,0
 09/21  05:10:00,24.36666667,22.57884197,22.41344384,0,0,0,0.012663715,0,0
 09/21  05:20:00,24.33333333,22.56029583,22.39489945,0,0,0,0.012290542,0,0
 09/21  05:30:00,24.3,22.54129704,22.37618374,0,0,0,0.011981664,0,0
 09/21  05:40:00,24.26666667,22.52219372,22.35744468,0,0,0,0.011569415,0,0
 09/21  05:50:00,24.23333333,22.50324458,22.33880555,0,0,0,0.011994818,0,0
 09/21  06:00:00,24.2,22.48451462,22.32030398,0,0,0,0.012393861,0,0
 09/21  06:10:00,24.41666667,22.4827438,22.32749893,0,0,0,0.018923261,0,0
 09/21  06:20:00,24.63333333,22.49473219,22.33347478,0,0,0,0.022255401,0,0
 09/21  06:30:00,24.85,22.51148079,22.34431186,0,0,0,0.025211091,0,0
 09/21  06:40:00,25.06666667,22.53247417,22.36385884,0,0,0,0.028814252,0,0
 09/21  06:50:00,25.28333333,22.56088947,22.39073147,0,0,0,0.032438146,0,0
 09/21  07:00:00,25.5,22.59852709,22.42584545,0,0,0,0.035732768,0,0
 09/21  07:10:00,25.73333333,22.64563131,22.46980926,0,0,0,0.037552249,0,0
 09/21  07:20:00,25.96666667,22.70089343,22.52142224,0,0,0,0.038821476,0,0
 09/21  07:30:00,26.2,22.66636254,22.53149757,0,0,0,0.144742998,0,0
 09/21  07:40:00,26.43333333,22.67299018,22.57270881,0,0,0,0.163478226,0,0
 09/21  07:50:00,26.66666667,22.75557114,22.65987605,0,0,0,0.176682108,0,0
 09/21  08:00:00,26.9,22.88407553,22.77752443,0,0,0,0.185010226,0,0
 09/21  08:10:00,27.05,22.98762182,22.88905854,0,0,0,0.172539863,0,0
 09/21  08:20:00,27.2,23.10601679,23.01512226,0,0,0,0.167665917,0,0
 09/21  08:30:00,27.35,23.28125602,23.17359848,0,0,0,0.165996245,0,0
 09/21  08:40:00,27.5,23.4858991,23.35349863,0,0,0,0.176872328,0,0
 09/21  08:50:00,27.65,23.67660218,23.52723894,0,0,0,0.175572335,0,0
 09/21  09:00:00,27.8,23.85196943,23.69575594,0,0,0,0.181582831,0,0
 09/21  09:10:00,27.98333333,24.03088741,23.87220334,0,0,0,0.187541689,0,0
 09/21  09:20:00,28.16666667,24.2128123,24.04883423,0,0,0,0.194507126,0,0
 09/21  09:30:00,28.35,24.39266071,24.22544199,0,0,0,0.200934203,0,0
 09/21  09:40:00,28.53333333,24.55889496,24.38956964,0,0,0,0.207466534,0,0
 09/21  09:50:00,28.71666667,24.71167179,24.54416098,0,0,0,0.213670449,0,0
 09/21  10:00:00,28.9,24.85570554,24.6914231,0,0,0,0.219778875,0,0
 09/21  10:10:00,29.08333333,24.99348083,24.83281173,0,0,0,0.224018931,0,0
 09/21  10:20:00,29.26666667,25.12513991,24.96821601,0,0,0,0.22840982,0,0
 09/21  10:30:00,29.45,25.25147429,25.09779592,0,0,0,0.233006115,0,0
 09/21  10:40:00,29.63333333,25.3691189,25.218041,0,0,0,0.237732437,0,0
 09/21  10:50:00,29.81666667,25.47721172,25.32962333,0,0,0,0.242597857,0,0
 09/21  11:00:00,30,25.57837468,25.43372354,0,0,0,0.247597034,0,0
 09/21  11:10:00,30.28333333,25.66484665,25.52098495,0,0,0,0.241032041,0,0
 09/21  11:20:00,30.56666667,25.74306091,25.60346529,0,0,0,0.23386676,0,0
 09/21  11:30:00,30.85,25.81761885,25.68099639,0,0,0,0.226367818,0,0
 09/21  11:40:00,31.13333333,25.8868387,25.75159561,0,0,0,0.218489722,0,0
 09/21  11:50:00,31.41666667,25.94893735,25.8156283,0,0,0,0.209326814,0,0
 09/21  12:00:00,31.7,25.99070481,25.85752674,0,0,0,0.199075831,0,0
 09/21  12:10:00,31.75,26.02692618,25.90054524,0,0,0,0.201659189,0,0
 09/21  12:20:00,31.8,26.07756134,25.9573365,0,0,0,0.201163831,0,0
 09/21  12:30:00,31.85,26.14599546,26.02696793,0,0,0,0.19891535,0,0
 09/21  12:40:00,31.9,26.22431276,26.10395006,0,0,0,0.196575631,0,0
 09/21  12:50:00,31.95,26.30543453,26.18405761,0,0,0,0.194167209,0,0
 09/21  13:00:00,32,26.38657643,26.264681,0,0,0,0.19344708,0,0
 09/21  13:10:00,31.96666667,26.4671371,26.3471732,0,0,0,0.188941635,0,0
 09/21  13:20:00,31.93333333,26.54028152,26.42159898,0,0,0,0.184806905,0,0
 09/21  13:30:00,31.9,26.60425228,26.48862785,0,0,0,0.181141049,0,0
 09/21  13:40:00,31.86666667,26.66044208,26.54803959,0,0,0,0.177002561,0,0
 09/21  13:50:00,31.83333333,26.71014707,26.60063086,0,0,0,0.172889123,0,0
 09/21  14:00:00,31.8,26.75448161,26.64774114,0,0,0,0.168735892,0,0
 09/21  14:10:00,32.01666667,22.99921785,24.87575705,0,0,0,0.135635399,0,546045.3372
 09/21  14:20:00,32.23333333,23,24.76401325,0,0,0,0.132928106,0,302903.2343
 09/21  14:30:00,32.45,23,24.70477876,0,0,0,0.131039058,0,400704.4921
 09/21  14:40:00,32.66666667,23,24.66004503,0,0,0,0.132800214,0,340140.1162
 09/21  14:50:00,32.88333333,23,24.62488359,0,0,0,0.136787348,0,334549.9457
 09/21  15:00:00,33.1,23,24.5960675,0,0,0,0.141254963,0,330078.0042
 09/21  15:10:00,32.53333333,23,24.5562938,0,0,0,0.140879912,0,322729.5896
 09/21  15:20:00,31.96666667,23,24.52012962,0,0,0,0.137498657,0,315910.6295
 09/21  15:30:00,31.4,23,24.48381816,0,0,0,0.124611173,0,308937.3374
 09/21  15:40:00,30.83333333,23,24.44333973,0,0,0,0.104054706,0,301346.5541
 09/21  15:50:00,30.26666667,23,24.39938799,0,0,0,0.083361109,0,293447.3688
 09/21  16:00:00,29.7,23,24.35179334,0,0,0,0.063780956,0,285299.0607
 09/21  16:10:00,29.56666667,23,24.31447449,0,0,0,0.068989586,0,285109.9088
 09/21  16:20:00,29.43333333,23,24.27224248,0,0,0,0.074780985,0,274395.6744
 09/21  16:30:00,29.3,23,24.22669921,0,0,0,0.079789907,0,266210.5706
 09/21  16:40:00,29.16666667,23,24.18381221,0,0,0,0.084864976,0,260307.5187
 09/21  16:50:00,29.03333333,23,24.14117588,0,0,0,0.089371839,0,255087.2433
 09/21  17:00:00,28.9,23,24.09884421,0,0,0,0.093217161,0,249880.3584
 09/21  17:10:00,28.6,23,24.05465038,0,0,0,0.089395269,0,244022.219
 09/21  17:20:00,28.3,23,24.01044023,0,0,0,0.085461602,0,238066.8396
 09/21  17:30:00,28,23,23.96661527,0,0,0,0.081357955,0,232180.7871
 09/21  17:40:00,27.7,23,23.92736482,0,0,0,0.076998707,0,226950.816
 09/21  17:50:00,27.4,23,23.88985343,0,0,0,0.072555233,0,222016.4742
 09/21  18:00:00,27.1,23,23.85377874,0,0,0,0.067683175,0,217296.0228
 09/21  18:10:00,27.05,23,23.87226284,0,0,0,0.071533907,0,279167.9844
 09/21  18:20:00,27,23,23.87630645,0,0,0,0.075258468,0,285405.1205
 09/21  18:30:00,26.95,23,23.87514752,0,0,0,0.07954639,0,285149.3658
 09/21  18:40:00,26.9,23,23.87024549,0,0,0,0.083320938,0,284370.3215
 09/21  18:50:00,26.85,23,23.8633013,0,0,0,0.086820993,0,283318.64
 09/21  19:00:00,26.8,23,23.85514595,0,0,0,0.089594714,0,282101.9736
 09/21  19:10:00,26.73333333,23,23.84629775,0,0,0,0.087568766,0,280735.2831
 09/21  19:20:00,26.66666667,23,23.83715167,0,0,0,0.085545958,0,279333.9014
 09/21  19:30:00,26.6,23,23.82796442,0,0,0,0.084430869,0,277943.1591
 09/21  19:40:00,26.53333333,23,23.81889872,0,0,0,0.083523109,0,276576.3009
 09/21  19:50:00,26.46666667,23,23.80962871,0,0,0,0.084620174,0,275189.6976
 09/21  20:00:00,26.4,23,23.80096022,0,0,0,0.087298834,0,273912.5947
 09/21  20:10:00,26.31666667,23,23.79209282,0,0,0,0.086006402,0,272565.0847
 09/21  20:20:00,26.23333333,23,23.78335908,0,0,0,0.084707407,0,271244.7483
 09/21  20:30:00,26.15,23,23.77467481,0,0,0,0.083646415,0,274670.4483
 09/21  20:40:00,26.06666667,23,23.76597973,0,0,0,0.082697963,0,277104.0121
 09/21  20:50:00,25.98333333,23,23.75724134,0,0,0,0.082164613,0,277675.6897
 09/21  21:00:00,25.9,23,23.7484479,0,0,0,0.081156116,0,277188.3895
 09/21  21:10:00,25.9,23,23.74086677,0,0,0,0.080909647,0,276635.087
 09/21  21:20:00,25.9,23,23.73385291,0,0,0,0.080470452,0,276127.3993
 09/21  21:30:00,25.9,23,23.72696627,0,0,0,0.079856534,0,275634.1341
 09/21  21:40:00,25.9,23,23.72052853,0,0,0,0.079071866,0,275170.9015
 09/21  21:50:00,25.9,23,23.7145713,0,0,0,0.078131423,0,274726.8855
 09/21  22:00:00,25.9,23,23.70909591,0,0,0,0.07710074,0,274307.1414
 09/21  22:10:00,25.85,23.7211272,23.90819537,0,0,0,0.036822299,0,0
 09/21  22:20:00,25.8,23.86522225,23.9133256,0,0,0,0,0,0
 09/21  22:30:00,25.75,23.94975081,23.89093451,0,0,0,0,0,0
 09/21  22:40:00,25.7,24.01372151,23.86819773,0,0,0,0,0,0
 09/21  22:50:00,25.65,24.03979835,23.83612326,0,0,0,0,0,0
 09/21  23:00:00,25.6,24.00514618,23.7803897,0,0,0,0,0,0
 09/21  23:10:00,25.5,23.93098157,23.70899093,0,0,0,0,0,0
 09/21  23:20:00,25.4,23.85308127,23.63744481,0,0,0,0,0,0
 09/21  23:30:00,25.3,23.78706952,23.57342437,0,0,0,0,0,0
 09/21  23:40:00,25.2,23.72928718,23.51518935,0,0,0,0,0,0
 09/21  23:50:00,25.1,23.67330552,23.45931283,0,0,0,0,0,0
 09/21  24:00:00,25,23.61749178,23.40468886,0,0,0,0,0,0
 09/22  00:10:00,24.95,23.56401064,23.35303781,0,0,0,0,0,0
 09/22  00:20:00,24.9,23.5091075,23.30152187,0,0,0,0,0,0
 09/22  00:30:00,24.85,23.4564772,23.25178266,0,0,0,0,0,0
 09/22  00:40:00,24.8,23.4098458,23.20571047,0,0,0,0,0,0
 09/22  00:50:00,24.75,23.3672614,23.1624835,0,0,0,0,0,0
 09/22  01:00:00,24.7,23.32573932,23.12064184,0,0,0,0,0,0
 09/22  01:10:00,24.63333333,23.284795,23.07961913,0,0,0,0,0,0
 09/22  01:20:00,24.56666667,23.24670815,23.04066225,0,0,0,0,0,0
 09/22  01:30:00,24.5,23.21115349,23.00361952,0,0,0,0,0,0
 09/22  01:40:00,24.43333333,23.17682595,22.96782036,0,0,0,0,0,0
 09/22  01:50:00,24.36666667,23.14311262,22.93289875,0,0,0,0,0,0
 09/22  02:00:00,24.3,23.1100611,22.89882163,0,0,0,0,0,0
 09/22  02:10:00,24.28333333,23.07897434,22.86697429,0,0,0,0,0,0
 09/22  02:20:00,24.26666667,23.05074229,22.8371473,0,0,0,0,0,0
 09/22  02:30:00,24.25,23.02509869,22.80938084,0,0,0,0,0,0
 09/22  02:40:00,24.23333333,23.00111103,22.78323303,0,0,0,0,0,0
 09/22  02:50:00,24.21666667,22.97809551,22.7583346,0,0,0,0,0,0
 09/22  03:00:00,24.2,22.95597093,22.73468437,0,0,0,0,0,0
 09/22  03:10:00,24.15,22.93459156,22.71168138,0,0,0,0,0,0
 09/22  03:20:00,24.1,22.91343602,22.68934604,0,0,0,0,0,0
 09/22  03:30:00,24.05,22.89214598,22.6674243,0,0,0,0,0,0
 09/22  03:40:00,24,22.87106518,22.64599105,0,0,0,0,0,0
 09/22  03:50:00,23.95,22.85064956,22.62521221,0,0,0,0,0,0
 09/22  04:00:00,23.9,22.83085471,22.60503461,0,0,0,0,0,0
 09/22  04:10:00,23.86666667,22.81187631,22.58549943,0,0,0,0,0,0
