Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),SALA:Zone Mean Air Temperature [C](TimeStep),SALA:Zone Operative Temperature [C](TimeStep),JANSO:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSL:AFN Surface Venting Window or Door Opening Factor [](TimeStep),JANSS:AFN Surface Venting Window or Door Opening Factor [](TimeStep),SALA:AFN Zone Infiltration Air Change Rate [ach](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Energy [J](TimeStep),SALA IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Energy [J](TimeStep)
 02/18  17:30:00,31.55,23,24.20166273,0,0,0,0.153793089,0,270448.9179
 02/18  17:40:00,31.33333333,23,24.17086648,0,0,0,0.146886347,0,266494.6826
 02/18  17:50:00,31.11666667,23,24.14189438,0,0,0,0.139165089,0,262651.7316
 02/18  18:00:00,30.9,23,24.11448045,0,0,0,0.131726901,0,258928.8331
 02/18  18:10:00,30.71666667,23,24.13741786,0,0,0,0.126846755,0,321143.0338
 02/18  18:20:00,30.53333333,23,24.14621712,0,0,0,0.124012855,0,329442.5733
 02/18  18:30:00,30.35,23,24.14788119,0,0,0,0.12097541,0,329259.753
 02/18  18:40:00,30.16666667,23,24.14522936,0,0,0,0.119448419,0,328495.3661
 02/18  18:50:00,29.98333333,23,24.13955121,0,0,0,0.11850732,0,327311.3954
 02/18  19:00:00,29.8,23,24.13169996,0,0,0,0.118796848,0,325834.7335
 02/18  19:10:00,29.61666667,23,24.12203496,0,0,0,0.118498581,0,324070.7976
 02/18  19:20:00,29.43333333,23,24.11115716,0,0,0,0.118027715,0,322143.932
 02/18  19:30:00,29.25,23,24.0993401,0,0,0,0.117351798,0,320097.2394
 02/18  19:40:00,29.06666667,23,24.08678729,0,0,0,0.116523571,0,317962.3302
 02/18  19:50:00,28.88333333,23,24.07365282,0,0,0,0.115504285,0,315759.5875
 02/18  20:00:00,28.7,23,24.06005473,0,0,0,0.114406338,0,313506.3161
 02/18  20:10:00,28.55,23,24.04668937,0,0,0,0.112827604,0,311330.5975
 02/18  20:20:00,28.4,23,24.03313934,0,0,0,0.111280404,0,309144.6874
 02/18  20:30:00,28.25,23,24.01950465,0,0,0,0.109701115,0,306959.0719
 02/18  20:40:00,28.1,23,24.00585273,0,0,0,0.108131102,0,304780.539
 02/18  20:50:00,27.95,23,23.99222454,0,0,0,0.106518731,0,302613.5279
 02/18  21:00:00,27.8,23,23.97864147,0,0,0,0.104828099,0,300464.5583
 02/18  21:10:00,27.71666667,23,23.96622152,0,0,0,0.103362831,0,302849.5924
 02/18  21:20:00,27.63333333,23,23.95408937,0,0,0,0.101318538,0,304357.7943
 02/18  21:30:00,27.55,23,23.94231961,0,0,0,0.099360731,0,304183.2286
 02/18  21:40:00,27.46666667,23,23.93095432,0,0,0,0.097502379,0,303139.1656
 02/18  21:50:00,27.38333333,23,23.92000486,0,0,0,0.095799678,0,301920.3208
 02/18  22:00:00,27.3,23,23.90945987,0,0,0,0.094072075,0,300784.687
 02/18  22:10:00,27.2,24.0001758,24.24458493,0,0,0,0.059789055,0,0
 02/18  22:20:00,27.1,24.17699148,24.28314883,0,0,0,0.040605905,0,0
 02/18  22:30:00,27,24.33224151,24.30473061,0,0,0,0.072671941,0,0
 02/18  22:40:00,26.9,24.34348072,24.26461176,0,0,0,0.156081126,0,0
 02/18  22:50:00,26.8,24.24309516,24.16885263,0,0,0,0.166841213,0,0
 02/18  23:00:00,26.7,24.11445944,24.06322609,0,0,0,0.175298808,0,0
 02/18  23:10:00,26.6,24.01218838,23.9705356,0,0,0,0.181323443,0,0
 02/18  23:20:00,26.5,23.93656352,23.89221504,0,0,0,0.183736973,0,0
 02/18  23:30:00,26.4,23.86963883,23.81996637,0,0,0,0.185133486,0,0
 02/18  23:40:00,26.3,23.8016172,23.74881488,0,0,0,0.18539174,0,0
 02/18  23:50:00,26.2,23.73260097,23.67851343,0,0,0,0.184317772,0,0
 02/18  24:00:00,26.1,23.66491206,23.60965148,0,0,0,0.182526882,0,0
 02/19  00:10:00,26.1,23.60312989,23.54680529,0,0,0,0.182020032,0,0
 02/19  00:20:00,26.1,23.54696933,23.48808553,0,0,0,0.18146727,0,0
 02/19  00:30:00,26.1,23.49424104,23.43254175,0,0,0,0.181059095,0,0
 02/19  00:40:00,26.1,23.44368293,23.37957513,0,0,0,0.180772335,0,0
 02/19  00:50:00,26.1,23.39523023,23.32912733,0,0,0,0.180570498,0,0
 02/19  01:00:00,26.1,23.34928539,23.28150859,0,0,0,0.180407011,0,0
 02/19  01:10:00,26.08333333,23.30505967,23.23563007,0,0,0,0.179532994,0,0
 02/19  01:20:00,26.06666667,23.26234082,23.19165373,0,0,0,0.178644543,0,0
 02/19  01:30:00,26.05,23.22130131,23.14954947,0,0,0,0.177914096,0,0
 02/19  01:40:00,26.03333333,23.18201676,23.10925583,0,0,0,0.177199641,0,0
 02/19  01:50:00,26.01666667,23.14437366,23.07063723,0,0,0,0.176457562,0,0
 02/19  02:00:00,26,23.10821829,23.03355129,0,0,0,0.175820571,0,0
 02/19  02:10:00,25.88333333,23.0701589,22.99482069,0,0,0,0.174048852,0,0
 02/19  02:20:00,25.76666667,23.03000912,22.95532551,0,0,0,0.172239292,0,0
 02/19  02:30:00,25.65,22.98921319,22.91554304,0,0,0,0.170391176,0,0
 02/19  02:40:00,25.53333333,22.94871629,22.87607093,0,0,0,0.168514737,0,0
 02/19  02:50:00,25.41666667,22.90871293,22.8365925,0,0,0,0.166616859,0,0
 02/19  03:00:00,25.3,22.86893032,22.79724568,0,0,0,0.16469816,0,0
 02/19  03:10:00,25.26666667,22.8317891,22.76066687,0,0,0,0.16392932,0,0
 02/19  03:20:00,25.23333333,22.79740926,22.72565749,0,0,0,0.163311382,0,0
 02/19  03:30:00,25.2,22.7647223,22.69190226,0,0,0,0.162828233,0,0
 02/19  03:40:00,25.16666667,22.73300245,22.65912482,0,0,0,0.162507215,0,0
 02/19  03:50:00,25.13333333,22.70217747,22.62732846,0,0,0,0.162284952,0,0
 02/19  04:00:00,25.1,22.67256785,22.59666231,0,0,0,0.162147033,0,0
 02/19  04:10:00,25.06666667,22.64368132,22.56687642,0,0,0,0.161068225,0,0
 02/19  04:20:00,25.03333333,22.61527107,22.53790532,0,0,0,0.159999303,0,0
 02/19  04:30:00,25,22.58742052,22.5097273,0,0,0,0.158934849,0,0
 02/19  04:40:00,24.96666667,22.56025939,22.48235643,0,0,0,0.157865635,0,0
 02/19  04:50:00,24.93333333,22.53382351,22.45577165,0,0,0,0.156818122,0,0
 02/19  05:00:00,24.9,22.50806797,22.42991851,0,0,0,0.155774466,0,0
 02/19  05:10:00,24.83333333,22.48181706,22.4035643,0,0,0,0.154160355,0,0
 02/19  05:20:00,24.76666667,22.45496421,22.37706087,0,0,0,0.152466145,0,0
 02/19  05:30:00,24.7,22.42796012,22.35054974,0,0,0,0.150828562,0,0
 02/19  05:40:00,24.63333333,22.40110736,22.32412484,0,0,0,0.149130514,0,0
 02/19  05:50:00,24.56666667,22.37442156,22.29776515,0,0,0,0.147415812,0,0
 02/19  06:00:00,24.5,22.34775277,22.27138845,0,0,0,0.145736857,0,0
 02/19  06:10:00,24.6,22.32610462,22.25029636,0,0,0,0.148399573,0,0
 02/19  06:20:00,24.7,22.31018201,22.2329722,0,0,0,0.151430815,0,0
 02/19  06:30:00,24.8,22.31906647,22.24847011,0,0,0,0.154658467,0,0
 02/19  06:40:00,24.9,22.35252037,22.27944164,0,0,0,0.158025418,0,0
 02/19  06:50:00,25,22.39782516,22.31903319,0,0,0,0.161672524,0,0
 02/19  07:00:00,25.1,22.44174061,22.35755865,0,0,0,0.165367275,0,0
 02/19  07:10:00,25.3,22.48866072,22.40276121,0,0,0,0.171031846,0,0
 02/19  07:20:00,25.5,22.54442777,22.45629413,0,0,0,0.176866914,0,0
 02/19  07:30:00,25.7,22.610708,22.51915411,0,0,0,0.182725781,0,0
 02/19  07:40:00,25.9,22.70179794,22.6092791,0,0,0,0.193918106,0,0
 02/19  07:50:00,26.1,22.81957415,22.72082525,0,0,0,0.210093962,0,0
 02/19  08:00:00,26.3,22.95656507,22.84943696,0,0,0,0.225436645,0,0
 02/19  08:10:00,26.7,23.0701653,22.97575143,0,0,0,0.21254767,0,0
 02/19  08:20:00,27.1,23.21034857,23.12245463,0,0,0,0.203758187,0,0
 02/19  08:30:00,27.5,23.42208943,23.30937361,0,0,0,0.196061181,0,0
 02/19  08:40:00,27.9,23.57612159,23.47656578,0,0,0,0.197470094,0,0
 02/19  08:50:00,28.3,23.80720391,23.68112663,0,0,0,0.19452851,0,0
 02/19  09:00:00,28.7,24.07136731,23.9035463,0,0,0,0.195040656,0,0
 02/19  09:10:00,28.95,24.30816437,24.11424964,0,0,0,0.210062473,0,0
 02/19  09:20:00,29.2,24.5212247,24.32071299,0,0,0,0.226563541,0,0
 02/19  09:30:00,29.45,24.7241186,24.52004571,0,0,0,0.244581277,0,0
 02/19  09:40:00,29.7,24.91984458,24.71308797,0,0,0,0.262117679,0,0
 02/19  09:50:00,29.95,25.11074346,24.90191027,0,0,0,0.278713163,0,0
 02/19  10:00:00,30.2,25.2990672,25.08761175,0,0,0,0.299872185,0,0
 02/19  10:10:00,30.38333333,25.47974677,25.27030813,0,0,0,0.295177743,0,0
 02/19  10:20:00,30.56666667,25.64595953,25.44069948,0,0,0,0.290186464,0,0
 02/19  10:30:00,30.75,25.79918862,25.60131646,0,0,0,0.287222565,0,0
 02/19  10:40:00,30.93333333,25.93503934,25.74466981,0,0,0,0.285099444,0,0
 02/19  10:50:00,31.11666667,26.05530055,25.87465437,0,0,0,0.282677209,0,0
 02/19  11:00:00,31.3,26.16457824,25.99356295,0,0,0,0.279991039,0,0
 02/19  11:10:00,31.28333333,26.25694191,26.0954925,0,0,0,0.273626119,0,0
 02/19  11:20:00,31.26666667,26.33401599,26.18368645,0,0,0,0.267291982,0,0
 02/19  11:30:00,31.25,26.40659463,26.26775552,0,0,0,0.261011393,0,0
 02/19  11:40:00,31.23333333,26.46560968,26.33241439,0,0,0,0.254495644,0,0
 02/19  11:50:00,31.21666667,26.51243589,26.38718478,0,0,0,0.247298561,0,0
 02/19  12:00:00,31.2,26.55059589,26.4323091,0,0,0,0.240846661,0,0
 02/19  12:10:00,31.4,26.59485143,26.47931295,0,0,0,0.244913236,0,0
 02/19  12:20:00,31.6,26.64501995,26.52708435,0,0,0,0.24709687,0,0
 02/19  12:30:00,31.8,26.69764396,26.57638835,0,0,0,0.248171789,0,0
 02/19  12:40:00,32,26.75367184,26.62953149,0,0,0,0.248182444,0,0
 02/19  12:50:00,32.2,26.81228662,26.68574966,0,0,0,0.241673356,0,0
 02/19  13:00:00,32.4,26.87128917,26.74390385,0,0,0,0.227448012,0,0
 02/19  13:10:00,32.48333333,26.93134146,26.79979145,0,0,0,0.240025173,0,0
 02/19  13:20:00,32.56666667,26.9977436,26.86272091,0,0,0,0.250554675,0,0
 02/19  13:30:00,32.65,27.07029775,26.93032725,0,0,0,0.259349261,0,0
 02/19  13:40:00,32.73333333,27.1398983,26.99503753,0,0,0,0.262106266,0,0
 02/19  13:50:00,32.81666667,27.20300277,27.05561959,0,0,0,0.263793258,0,0
 02/19  14:00:00,32.9,27.26021888,27.11177797,0,0,0,0.264138718,0,0
 02/19  14:10:00,32.9,23.01575322,25.09407318,0,0,0,0.179438224,0,623351.293
 02/19  14:20:00,32.9,23,24.94728675,0,0,0,0.165520807,0,332682.4794
 02/19  14:30:00,32.9,23,24.87119214,0,0,0,0.157905201,0,431032.3464
 02/19  14:40:00,32.9,23,24.81232338,0,0,0,0.155810852,0,366402.0929
 02/19  14:50:00,32.9,23,24.76461316,0,0,0,0.15547542,0,357720.0248
 02/19  15:00:00,32.9,23,24.72362022,0,0,0,0.155115136,0,350473.7882
 02/19  15:10:00,32.95,23,24.68369011,0,0,0,0.158680077,0,343803.7675
 02/19  15:20:00,33,23,24.64764939,0,0,0,0.161382386,0,337913.9184
 02/19  15:30:00,33.05,23,24.61258394,0,0,0,0.163643365,0,332299.5739
 02/19  15:40:00,33.1,23,24.58012982,0,0,0,0.165507714,0,327193.0447
 02/19  15:50:00,33.15,23,24.54173967,0,0,0,0.167251431,0,314510.8341
 02/19  16:00:00,33.2,23,24.50708537,0,0,0,0.16980045,0,301877.4873
 02/19  16:10:00,32.95,23,24.47648941,0,0,0,0.169523043,0,303278.0573
 02/19  16:20:00,32.7,23,24.43815973,0,0,0,0.167690591,0,295391.5775
 02/19  16:30:00,32.45,23,24.3966339,0,0,0,0.165863554,0,287930.8599
 02/19  16:40:00,32.2,23,24.35898973,0,0,0,0.163902645,0,281769.0396
 02/19  16:50:00,31.95,23,24.32095771,0,0,0,0.161507025,0,275993.1232
 02/19  17:00:00,31.7,23,24.28248488,0,0,0,0.15881555,0,270415.7852
 02/19  17:10:00,31.45,23,24.24298052,0,0,0,0.159384436,0,265005.7445
 02/19  17:20:00,31.2,23,24.20450042,0,0,0,0.160614133,0,260362.3216
 02/19  17:30:00,30.95,23,24.16507696,0,0,0,0.162578393,0,255950.4554
 02/19  17:40:00,30.7,23,24.13067485,0,0,0,0.159307904,0,252456.7831
 02/19  17:50:00,30.45,23,24.09877911,0,0,0,0.152586979,0,249374.1564
 02/19  18:00:00,30.2,23,24.06794528,0,0,0,0.147623698,0,246411.7583
 02/19  18:10:00,30.06666667,23,24.08954494,0,0,0,0.14599185,0,309197.943
 02/19  18:20:00,29.93333333,23,24.09595537,0,0,0,0.144636947,0,320122.1581
 02/19  18:30:00,29.8,23,24.0961739,0,0,0,0.143213942,0,319936.1513
 02/19  18:40:00,29.66666667,23,24.09243404,0,0,0,0.141821291,0,319172.375
 02/19  18:50:00,29.53333333,23,24.08602116,0,0,0,0.140362043,0,318015.9593
 02/19  19:00:00,29.4,23,24.07777155,0,0,0,0.138855439,0,316589.1564
 02/19  19:10:00,29.45,23,24.07122056,0,0,0,0.13590696,0,315605.7148
 02/19  19:20:00,29.5,23,24.06388293,0,0,0,0.13258115,0,314489.9657
 02/19  19:30:00,29.55,23,24.05713624,0,0,0,0.128873751,0,313471.2662
 02/19  19:40:00,29.6,23,24.05149149,0,0,0,0.125680125,0,312633.209
 02/19  19:50:00,29.65,23,24.04607948,0,0,0,0.122419772,0,311791.2815
 02/19  20:00:00,29.7,23,24.04147193,0,0,0,0.120738779,0,311093.7774
 02/19  20:10:00,29.56666667,23,24.0347526,0,0,0,0.118595715,0,309855.5567
 02/19  20:20:00,29.43333333,23,24.0282328,0,0,0,0.116689899,0,308639.6162
 02/19  20:30:00,29.3,23,24.02164993,0,0,0,0.114873665,0,307414.7095
 02/19  20:40:00,29.16666667,23,24.01482667,0,0,0,0.113035838,0,306215.033
 02/19  20:50:00,29.03333333,23,24.00765856,0,0,0,0.111088108,0,309633.1565
 02/19  21:00:00,28.9,23,24.00009901,0,0,0,0.10887728,0,311144.7128
 02/19  21:10:00,28.71666667,23,23.99129636,0,0,0,0.107830038,0,310716.1539
 02/19  21:20:00,28.53333333,23,23.9819405,0,0,0,0.106644543,0,309502.0315
 02/19  21:30:00,28.35,23,23.97199627,0,0,0,0.105768495,0,308149.6401
 02/19  21:40:00,28.16666667,23,23.96146235,0,0,0,0.104638062,0,306811.8919
 02/19  21:50:00,27.98333333,23,23.9503621,0,0,0,0.103450386,0,305443.1293
 02/19  22:00:00,27.8,23,23.93873483,0,0,0,0.102230472,0,303995.1464
 02/19  22:10:00,27.66666667,24.03213251,24.28946117,0,0,0,0.062818775,0,0
 02/19  22:20:00,27.53333333,24.21126764,24.33151543,0,0,0,0.044472384,0,0
 02/19  22:30:00,27.4,24.33864958,24.33983334,0,0,0,0.033514042,0,0
 02/19  22:40:00,27.26666667,24.41403374,24.32868474,0,0,0,0.065344532,0,0
 02/19  22:50:00,27.13333333,24.39316414,24.2788911,0,0,0,0.129138094,0,0
 02/19  23:00:00,27,24.30837643,24.19622152,0,0,0,0.137939367,0,0
 02/19  23:10:00,26.91666667,24.21439093,24.11302478,0,0,0,0.14527993,0,0
 02/19  23:20:00,26.83333333,24.12016706,24.02997691,0,0,0,0.183530528,0,0
 02/19  23:30:00,26.75,24.0102359,23.93753977,0,0,0,0.191999976,0,0
 02/19  23:40:00,26.66666667,23.90575123,23.85063486,0,0,0,0.194484529,0,0
 02/19  23:50:00,26.58333333,23.82423809,23.77489032,0,0,0,0.193322091,0,0
 02/19  24:00:00,26.5,23.75944028,23.70833661,0,0,0,0.187789028,0,0
 02/20  00:10:00,26.41666667,23.70025077,23.64576161,0,0,0,0.186362321,0,0
 02/20  00:20:00,26.33333333,23.64111123,23.58432717,0,0,0,0.184306959,0,0
 02/20  00:30:00,26.25,23.58181768,23.52375731,0,0,0,0.182096536,0,0
 02/20  00:40:00,26.16666667,23.52367424,23.46461054,0,0,0,0.179981952,0,0
 02/20  00:50:00,26.08333333,23.46783373,23.40783136,0,0,0,0.177915826,0,0
 02/20  01:00:00,26,23.4135812,23.35228621,0,0,0,0.175905291,0,0
 02/20  01:10:00,25.93333333,23.36069069,23.29816242,0,0,0,0.17467516,0,0
 02/20  01:20:00,25.86666667,23.30957363,23.24614046,0,0,0,0.173527308,0,0
 02/20  01:30:00,25.8,23.26022063,23.19577555,0,0,0,0.17242492,0,0
 02/20  01:40:00,25.73333333,23.21249487,23.14718094,0,0,0,0.171421973,0,0
 02/20  01:50:00,25.66666667,23.16620971,23.10005155,0,0,0,0.170430608,0,0
 02/20  02:00:00,25.6,23.12124803,23.054318,0,0,0,0.169653264,0,0
 02/20  02:10:00,25.55,23.07766704,23.00998702,0,0,0,0.168586288,0,0
 02/20  02:20:00,25.5,23.03538811,22.96695754,0,0,0,0.167460428,0,0
 02/20  02:30:00,25.45,22.99426346,22.92509548,0,0,0,0.166394086,0,0
 02/20  02:40:00,25.4,22.95412701,22.8842654,0,0,0,0.165165507,0,0
 02/20  02:50:00,25.35,22.91488795,22.84437771,0,0,0,0.164013952,0,0
 02/20  03:00:00,25.3,22.87648438,22.80536543,0,0,0,0.162805677,0,0
 02/20  03:10:00,25.23333333,22.8384659,22.76677488,0,0,0,0.161597835,0,0
 02/20  03:20:00,25.16666667,22.8007544,22.7286872,0,0,0,0.160200663,0,0
 02/20  03:30:00,25.1,22.76350341,22.69114571,0,0,0,0.158797107,0,0
 02/20  03:40:00,25.03333333,22.7268261,22.65418017,0,0,0,0.157297666,0,0
 02/20  03:50:00,24.96666667,22.690741,22.61777954,0,0,0,0.155716651,0,0
 02/20  04:00:00,24.9,22.65523036,22.58191647,0,0,0,0.154059566,0,0
 02/20  04:10:00,24.86666667,22.62144106,22.54771571,0,0,0,0.153332694,0,0
 02/20  04:20:00,24.83333333,22.58939028,22.51483034,0,0,0,0.152585731,0,0
 02/20  04:30:00,24.8,22.55835573,22.48297442,0,0,0,0.151825942,0,0
 02/20  04:40:00,24.76666667,22.52791582,22.45193019,0,0,0,0.151068245,0,0
 02/20  04:50:00,24.73333333,22.49805314,22.42167955,0,0,0,0.15029308,0,0
 02/20  05:00:00,24.7,22.46889993,22.39227443,0,0,0,0.14950964,0,0
 02/20  05:10:00,24.66666667,22.44047515,22.36364646,0,0,0,0.148653289,0,0
 02/20  05:20:00,24.63333333,22.41277581,22.33581634,0,0,0,0.147808625,0,0
 02/20  05:30:00,24.6,22.38578425,22.3087463,0,0,0,0.146980057,0,0
 02/20  05:40:00,24.56666667,22.35946854,22.2823924,0,0,0,0.146166812,0,0
 02/20  05:50:00,24.53333333,22.33379167,22.2567115,0,0,0,0.145368355,0,0
 02/20  06:00:00,24.5,22.30871747,22.23166399,0,0,0,0.144582408,0,0
 02/20  06:10:00,24.61666667,22.28860804,22.21185974,0,0,0,0.147264277,0,0
 02/20  06:20:00,24.73333333,22.27419144,22.19602019,0,0,0,0.150289011,0,0
 02/20  06:30:00,24.85,22.28292973,22.21052149,0,0,0,0.153586565,0,0
 02/20  06:40:00,24.96666667,22.32406154,22.25184049,0,0,0,0.157314163,0,0
 02/20  06:50:00,25.08333333,22.38635513,22.30784575,0,0,0,0.16143197,0,0
 02/20  07:00:00,25.2,22.44945954,22.36306982,0,0,0,0.166024911,0,0
 02/20  07:10:00,25.55,22.51920952,22.42933145,0,0,0,0.173550495,0,0
 02/20  07:20:00,25.9,22.60195197,22.50677169,0,0,0,0.180988582,0,0
 02/20  07:30:00,26.25,22.69859552,22.59645446,0,0,0,0.188423491,0,0
 02/20  07:40:00,26.6,22.81003991,22.70091564,0,0,0,0.195847065,0,0
 02/20  07:50:00,26.95,22.93487482,22.81798145,0,0,0,0.203395225,0,0
 02/20  08:00:00,27.3,23.07104524,22.94629388,0,0,0,0.210731099,0,0
 02/20  08:10:00,27.55,23.17232053,23.06075098,0,0,0,0.201386743,0,0
 02/20  08:20:00,27.8,23.29429731,23.19014161,0,0,0,0.194967795,0,0
 02/20  08:30:00,28.05,23.4743216,23.35079175,0,0,0,0.189574923,0,0
 02/20  08:40:00,28.3,23.69338802,23.54561684,0,0,0,0.190078694,0,0
 02/20  08:50:00,28.55,23.90667955,23.73813821,0,0,0,0.182788671,0,0
 02/20  09:00:00,28.8,24.10311876,23.9258046,0,0,0,0.175466413,0,0
 02/20  09:10:00,28.95,24.29108423,24.11078259,0,0,0,0.179346151,0,0
 02/20  09:20:00,29.1,24.49383251,24.31092405,0,0,0,0.206464598,0,0
 02/20  09:30:00,29.25,24.70421527,24.51371322,0,0,0,0.232051493,0,0
 02/20  09:40:00,29.4,24.89720241,24.69911957,0,0,0,0.258047587,0,0
 02/20  09:50:00,29.55,25.06917635,24.87020952,0,0,0,0.284874493,0,0
 02/20  10:00:00,29.7,25.23163251,25.03252668,0,0,0,0.325720594,0,0
 02/20  10:10:00,29.81666667,25.37310776,25.18028381,0,0,0,0.305520731,0,0
 02/20  10:20:00,29.93333333,25.4924185,25.31293952,0,0,0,0.285647315,0,0
 02/20  10:30:00,30.05,25.59931913,25.43476594,0,0,0,0.268403143,0,0
 02/20  10:40:00,30.16666667,25.69826493,25.54606665,0,0,0,0.255707908,0,0
 02/20  10:50:00,30.28333333,25.79203826,25.64944522,0,0,0,0.242321323,0,0
 02/20  11:00:00,30.4,25.8801563,25.74523787,0,0,0,0.228697851,0,0
 02/20  11:10:00,30.43333333,25.95999557,25.8313589,0,0,0,0.222916875,0,0
 02/20  11:20:00,30.46666667,26.03143279,25.90894223,0,0,0,0.217244603,0,0
 02/20  11:30:00,30.5,26.09558297,25.97875354,0,0,0,0.211387785,0,0
 02/20  11:40:00,30.53333333,26.1537588,26.04179558,0,0,0,0.205881871,0,0
 02/20  11:50:00,30.56666667,26.20610449,26.0982551,0,0,0,0.200422331,0,0
 02/20  12:00:00,30.6,26.25263449,26.14849012,0,0,0,0.195070439,0,0
 02/20  12:10:00,30.75,26.30053531,26.19813529,0,0,0,0.197504019,0,0
 02/20  12:20:00,30.9,26.35067667,26.24734814,0,0,0,0.199828084,0,0
 02/20  12:30:00,31.05,26.4027142,26.29767466,0,0,0,0.202065427,0,0
 02/20  12:40:00,31.2,26.45834151,26.3515228,0,0,0,0.204395543,0,0
 02/20  12:50:00,31.35,26.50682076,26.395236,0,0,0,0.206658542,0,0
 02/20  13:00:00,31.5,26.55855513,26.44697857,0,0,0,0.208902989,0,0
 02/20  13:10:00,31.56666667,26.61397712,26.50151004,0,0,0,0.204162796,0,0
 02/20  13:20:00,31.63333333,26.67222909,26.55918633,0,0,0,0.199309709,0,0
 02/20  13:30:00,31.7,26.73312866,26.61973239,0,0,0,0.194391314,0,0
 02/20  13:40:00,31.76666667,26.77859917,26.66289111,0,0,0,0.189139437,0,0
 02/20  13:50:00,31.83333333,26.80346175,26.69040294,0,0,0,0.182528937,0,0
 02/20  14:00:00,31.9,26.81441082,26.70506281,0,0,0,0.182521812,0,0
 02/20  14:10:00,31.21666667,22.99668155,24.86854153,0,0,0,0.137688386,0,572347.4043
 02/20  14:20:00,30.53333333,23,24.71578613,0,0,0,0.122272261,0,299273.4654
 02/20  14:30:00,29.85,23,24.60897834,0,0,0,0.109349178,0,393524.5804
 02/20  14:40:00,29.16666667,23,24.52328127,0,0,0,0.101830305,0,311801.2089
 02/20  14:50:00,28.48333333,23,24.4462362,0,0,0,0.097011146,0,298488.165
 02/20  15:00:00,27.8,23,24.37424231,0,0,0,0.092345227,0,286250.1505
 02/20  15:10:00,27.88333333,23,24.31555736,0,0,0,0.097030511,0,277222.3519
 02/20  15:20:00,27.96666667,23,24.26055302,0,0,0,0.099559682,0,269032.8279
 02/20  15:30:00,28.05,23,24.20890687,0,0,0,0.100096064,0,261568.4541
 02/20  15:40:00,28.13333333,23,24.16273387,0,0,0,0.099090351,0,255077.8796
 02/20  15:50:00,28.21666667,23,24.12049266,0,0,0,0.096985594,0,249133.3383
 02/20  16:00:00,28.3,23,24.0814117,0,0,0,0.093985283,0,243663.2513
 02/20  16:10:00,28.48333333,23,24.06012848,0,0,0,0.098733874,0,251223.0289
 02/20  16:20:00,28.66666667,23,24.03728895,0,0,0,0.103015233,0,248405.5749
 02/20  16:30:00,28.85,23,24.01532262,0,0,0,0.107662667,0,245679.5779
 02/20  16:40:00,29.03333333,23,23.99304583,0,0,0,0.111749593,0,242894.8794
 02/20  16:50:00,29.21666667,23,23.97152701,0,0,0,0.11574569,0,240228.0522
 02/20  17:00:00,29.4,23,23.95083161,0,0,0,0.120037779,0,237697.9102
 02/20  17:10:00,29.25,23,23.9261534,0,0,0,0.116699276,0,234077.1524
 02/20  17:20:00,29.1,23,23.90130675,0,0,0,0.113509483,0,230448.6617
 02/20  17:30:00,28.95,23,23.87594467,0,0,0,0.110531264,0,226773.894
 02/20  17:40:00,28.8,23,23.85511443,0,0,0,0.107245818,0,223755.6412
 02/20  17:50:00,28.65,23,23.83553709,0,0,0,0.1034761,0,220943.051
 02/20  18:00:00,28.5,23,23.8169029,0,0,0,0.099913136,0,218292.0939
 02/20  18:10:00,27.71666667,23,23.83903251,0,0,0,0.086271418,0,280620.5241
 02/20  18:20:00,26.93333333,23,23.84342226,0,0,0,0.072526533,0,280361.612
 02/20  18:30:00,26.15,23,23.8382739,0,0,0,0.057698362,0,278798.6163
 02/20  18:40:00,25.36666667,23,23.82536805,0,0,0,0.041406598,0,278053.4651
 02/20  18:50:00,24.58333333,23,23.80571302,0,0,0,0,0,282733.9656
 02/20  19:00:00,23.8,23,23.78082748,0,0,0,0,0,283746.3208
 02/20  19:10:00,23.88333333,23,23.76401384,0,0,0,0,0,284977.1042
 02/20  19:20:00,23.96666667,23,23.74552297,0,0,0,0,0,288040.8547
 02/20  19:30:00,24.05,23,23.72680223,0,0,0,0,0,291511.2861
 02/20  19:40:00,24.13333333,23,23.70868581,0,0,0,0,0,293469.2011
 02/20  19:50:00,24.21666667,23,23.69181599,0,0,0,0,0,293761.6184
 02/20  20:00:00,24.3,23,23.67654098,0,0,0,0,0,293133.3332
 02/20  20:10:00,24.33333333,23,23.66210138,0,0,0,0,0,291856.9269
 02/20  20:20:00,24.36666667,23,23.64913759,0,0,0,0.012584942,0,289954.8568
 02/20  20:30:00,24.4,23,23.63751308,0,0,0,0.015112034,0,287554.9993
 02/20  20:40:00,24.43333333,23,23.6270556,0,0,0,0.024595148,0,284750.3716
 02/20  20:50:00,24.46666667,23,23.61763145,0,0,0,0.031550512,0,281928.2816
 02/20  21:00:00,24.5,23,23.60916491,0,0,0,0.037507769,0,279368.5065
 02/20  21:10:00,24.5,23,23.60124027,0,0,0,0.042356044,0,277120.3193
 02/20  21:20:00,24.5,23,23.59411909,0,0,0,0.046322531,0,275174.813
 02/20  21:30:00,24.5,23,23.58765167,0,0,0,0.049639635,0,273477.9726
